Site_ID,Latitude,Longtiude,Date,Bout,Family,Genus,Specific_epithet,Sub_species,Variety,Abundance,Common_name
site_1,47.75,-122.154,9/14/15,Late,Tropaeolaceae,Tropaeolum,NA,NA,NA,3,nasturtium
site_1,47.75,-122.154,9/14/15,Late,Solanaceae,Solanum,sarrachoides,NA,NA,3,hairynightshade
site_1,47.75,-122.154,7/29/16,Mid,Lamiaceae,Thymus,NA,NA,NA,1,culinarythyme
site_1,47.75,-122.154,5/31/16,Early,Caryophyllaceae,Stellaria,NA,NA,NA,2,chickweed
site_1,47.75,-122.154,9/14/15,Late,Asteraceae,Cirsium,NA,NA,NA,4,thistle
site_1,47.75,-122.154,7/8/15,Mid,Lamiaceae,Origanum,vulgare,NA,NA,4,commonoregano
site_1,47.75,-122.154,7/29/16,Mid,Lamiaceae,Nepeta,NA,NA,NA,2,catmint
site_1,47.75,-122.154,7/8/15,Mid,Asteraceae,Glebionis,coronaria,NA,NA,18,ediblechrysanthemum
site_1,47.75,-122.154,9/7/16,Late,Asteraceae,Tanacetum,vulgare,NA,NA,4,tansy
site_1,47.75,-122.154,9/7/16,Late,Cucurbitaceae,Cucumis,sativus,NA,NA,13,cucumber
site_1,47.75,-122.154,9/7/16,Late,Boraginaceae,Borago,NA,NA,NA,1,borage
site_1,47.75,-122.154,9/14/15,Late,Polygonaceae,Rumex,acetosella,NA,NA,2,sheepsorrel
site_1,47.75,-122.154,9/14/15,Late,Fabaceae,Trifolium,repens,NA,NA,3,whiteclover
site_1,47.75,-122.154,9/14/15,Late,Asteraceae,Helianthus,annuum,NA,NA,1,sunflower
site_1,47.75,-122.154,9/7/16,Late,Solanaceae,Solanum,lycopersicum,NA,NA,3,tomato
site_1,47.75,-122.154,9/7/16,Late,Asteraceae,Cosmos,NA,NA,NA,8,cosmos
site_1,47.75,-122.154,9/14/15,Late,Boraginaceae,Borago,NA,NA,NA,2,borage
site_1,47.75,-122.154,9/7/16,Late,Asteraceae,Sonchus,NA,NA,NA,5,pricklysowthistle
site_1,47.75,-122.154,9/7/16,Late,Solanaceae,Solanum,nigrum,NA,NA,2,blacknightshade
site_1,47.75,-122.154,7/8/15,Mid,Lamiaceae,Lavandula,NA,NA,NA,2,lavender
site_1,47.75,-122.154,9/7/16,Late,Polygonaceae,Polygonum,NA,NA,NA,7,smartweed
site_1,47.75,-122.154,9/14/15,Late,Asteraceae,Cosmos,NA,NA,NA,1,cosmos
site_1,47.75,-122.154,9/14/15,Late,Papaveraceae,Papaver,NA,NA,NA,5,poppy
site_1,47.75,-122.154,5/31/16,Early,Rosaceae,Rubus,NA,NA,NA,1,raspberry
site_1,47.75,-122.154,9/7/16,Late,Asteraceae,Centaurea,cyanus,NA,NA,1,cornflower
site_1,47.75,-122.154,5/31/16,Early,Solanaceae,Solanum,lycopersicum,NA,NA,3,tomato
site_1,47.75,-122.154,5/31/16,Early,Brassicaceae,Raphanus,sativus,NA,NA,2,radish
site_1,47.75,-122.154,9/14/15,Late,Asteraceae,NA,NA,NA,NA,2,chamomile
site_1,47.75,-122.154,9/7/16,Late,Asteraceae,Galinsoga,quadriradiata,NA,NA,38,fringedquickweed
site_1,47.75,-122.154,9/14/15,Late,Lamiaceae,Mentha,spicata,NA,NA,5,spearmint
site_1,47.75,-122.154,7/29/16,Mid,Chenopodiaceae,Chenopodium,album,NA,NA,1,lambsquarters
site_1,47.75,-122.154,5/31/16,Early,Lamiaceae,Lavandula,NA,NA,NA,1,lavender
site_1,47.75,-122.154,5/31/16,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,3,chives
site_1,47.75,-122.154,5/31/16,Early,Fabaceae,Trifolium,repens,NA,NA,5,whiteclover
site_1,47.75,-122.154,7/29/16,Mid,Polygonaceae,Polygonum,NA,NA,NA,7,smartweed
site_1,47.75,-122.154,7/29/16,Mid,Portulacaceae,Portulaca,oleracea,NA,NA,1,commonpurslane
site_1,47.75,-122.154,9/14/15,Late,Lamiaceae,Mentha,NA,NA,NA,15,mint
site_1,47.75,-122.154,9/14/15,Late,Fabaceae,Trifolium,pratense,NA,NA,2,redclover
site_1,47.75,-122.154,9/14/15,Late,Apiaceae,Anethum,graveolens,NA,NA,2,dill
site_1,47.75,-122.154,5/31/16,Early,Ranunculaceae,Ranunculus,NA,NA,NA,4,buttercup
site_1,47.75,-122.154,9/14/15,Late,Chenopodiaceae,Chenopodium,album,NA,NA,10,lambsquarters
site_2,47.662,-122.639,5/29/15,Early,Ranunculaceae,Ranunculus,NA,NA,NA,11,buttercup
site_2,47.662,-122.639,7/14/15,Mid,Polygonaceae,Polygonum,NA,NA,NA,30,smartweed
site_2,47.662,-122.639,5/29/15,Early,Caryophyllaceae,Stellaria,NA,NA,NA,36,chickweed
site_2,47.662,-122.639,5/29/15,Early,Brassicaceae,Brassica,rapa,NA,NA,250,fieldmustard
site_2,47.662,-122.639,9/16/15,Late,Chenopodiaceae,Chenopodium,album,NA,NA,4,lambsquarters
site_2,47.662,-122.639,5/29/15,Early,Lamiaceae,Lamium,amplexicaule,NA,NA,57,henbit
site_2,47.662,-122.639,7/14/15,Mid,Brassicaceae,Brassica,oleracea,NA,NA,44,kale
site_2,47.662,-122.639,9/16/15,Late,Brassicaceae,Brassica,oleracea,NA,NA,11,kale
site_2,47.662,-122.639,5/29/15,Early,Polygonaceae,Polygonum,NA,NA,NA,1,smartweed
site_2,47.662,-122.639,5/29/15,Early,Asteraceae,Taraxacum,NA,NA,NA,14,dandelion
site_2,47.662,-122.639,9/16/15,Late,Amaranthaceae,Amaranthus,palmeri,NA,NA,45,pigweed
site_2,47.662,-122.639,9/16/15,Late,Brassicaceae,Brassica,NA,NA,NA,40,mustard/kale
site_2,47.662,-122.639,9/16/15,Late,Solanaceae,Solanum,sarrachoides,NA,NA,42,hairynightshade
site_2,47.662,-122.639,9/16/15,Late,Asteraceae,Hypochaeris,radicata,NA,NA,34,flatweedcatsear
site_2,47.662,-122.639,9/16/15,Late,Fabaceae,Trifolium,pratense,NA,NA,16,redclover
site_2,47.662,-122.639,9/16/15,Late,Asteraceae,Cirsium,NA,NA,NA,21,thistle
site_2,47.662,-122.639,5/29/15,Early,Fabaceae,Trifolium,pratense,NA,NA,4,redclover
site_2,47.662,-122.639,9/16/15,Late,Polygonaceae,Polygonum,NA,NA,NA,42,smartweed
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Lupinus,luteus,NA,NA,1,yellowlupine
site_3,47.57,-122.316,5/26/16,Early,Polygonaceae,Polygonum,NA,NA,NA,2,smartweed
site_3,47.57,-122.316,5/26/16,Early,Asteraceae,Achillea,millefolium,NA,NA,1,yarrow
site_3,47.57,-122.316,7/16/14,Mid,Solanaceae,Solanum,lycopersicum,NA,NA,81,tomato
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Trifolium,pratense,NA,NA,66,redclover
site_3,47.57,-122.316,5/26/16,Early,Fabaceae,Pisum,sativum,NA,NA,3,pea
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Origanum,vulgare,NA,NA,11,commonoregano
site_3,47.57,-122.316,7/16/14,Mid,Cucurbitaceae,Cucurbita,NA,NA,NA,20,squash
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,NA,NA,NA,NA,1,redsalvia
site_3,47.57,-122.316,7/16/14,Mid,Solanaceae,Physalis,philadelphica,NA,NA,4,tomatillo
site_3,47.57,-122.316,9/14/14,Late,Fabaceae,Trifolium,repens,NA,NA,5,whiteclover
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Achillea,millefolium,NA,NA,10,yarrow
site_3,47.57,-122.316,7/16/14,Mid,Brassicaceae,Eruca,sativa,NA,NA,3,arugula
site_3,47.57,-122.316,9/14/14,Late,Lamiaceae,Lavandula,NA,NA,NA,1,lavender
site_3,47.57,-122.316,9/14/14,Late,Cucurbitaceae,Cucurbita,NA,NA,NA,21,squash
site_3,47.57,-122.316,7/16/14,Mid,Cleomaceae,NA,NA,NA,NA,4,cleome
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Calendula,NA,NA,NA,4,calendula
site_3,47.57,-122.316,7/16/14,Mid,Rosaceae,NA,NA,NA,NA,3,unknown
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Helianthus,nuttallii,NA,NA,6,Nuttallssunflower
site_3,47.57,-122.316,7/16/14,Mid,Brassicaceae,Brassica,oleracea,NA,NA,9,collardgreens
site_3,47.57,-122.316,7/16/14,Mid,Brassicaceae,Brassica,oleracea,NA,NA,5,kale
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Echinacea,NA,NA,NA,16,coneflower
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Liatris,NA,NA,NA,6,gayfeather
site_3,47.57,-122.316,7/17/15,Mid,Apiaceae,Anethum,graveolens,NA,NA,1,dill
site_3,47.57,-122.316,6/5/15,Early,Cucurbitaceae,Cucurbita,pepo,NA,NA,1,summersquash
site_3,47.57,-122.316,7/17/15,Mid,Rosaceae,Rubus,NA,NA,NA,2,raspberry
site_3,47.57,-122.316,9/14/14,Late,Cucurbitaceae,Cucumis,sativus,NA,NA,2,cucumber
site_3,47.57,-122.316,9/14/14,Late,Brassicaceae,Eruca,sativa,NA,NA,7,arugula
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Phaseolus,coccineus,NA,NA,29,scarletrunnerbean
site_3,47.57,-122.316,9/10/15,Late,Fabaceae,Phaseolus,coccineus,NA,NA,1,polebean
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Centaurea,cyanus,NA,NA,2,bachelorsbutton
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Lotus,cornicilatus,NA,NA,201,birdsfoottreffoil
site_3,47.57,-122.316,9/10/15,Late,Cucurbitaceae,Cucumis,sativus,NA,NA,2,cucumber
site_3,47.57,-122.316,9/14/14,Late,Fabaceae,Trifolium,pratense,NA,NA,5,redclover
site_3,47.57,-122.316,7/17/15,Mid,Tropaeolaceae,Tropaeolum,NA,NA,NA,9,nasturtium
site_3,47.57,-122.316,7/17/15,Mid,Asteraceae,Helianthus,annuum,NA,NA,11,sunflower
site_3,47.57,-122.316,7/16/14,Mid,Boraginaceae,Phacelia,NA,NA,NA,8,Phacelia
site_3,47.57,-122.316,7/17/15,Mid,Asteraceae,Gaillardia,NA,NA,NA,7,gaillardia
site_3,47.57,-122.316,7/16/14,Mid,Solanaceae,Solanum,tuberosum,NA,NA,3,potato
site_3,47.57,-122.316,7/16/14,Mid,Apiaceae,Coriandrum,sativum,NA,NA,6,cilantro
site_3,47.57,-122.316,7/16/14,Mid,Boraginaceae,Borago,NA,NA,NA,3,borage
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Phaseolus,coccineus,NA,NA,11,polebean
site_3,47.57,-122.316,7/16/14,Mid,Poaceae,Zea,mays,NA,NA,3,corn
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Pisum,sativum,NA,NA,6,pea
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Stachys,byzantina,NA,NA,2,lambsear
site_3,47.57,-122.316,7/17/15,Mid,Brassicaceae,Brassica,rapa,NA,nipposinica,3,mizuna
site_3,47.57,-122.316,7/17/15,Mid,Lamiaceae,Ocimum,basilicum,NA,NA,1,basil
site_3,47.57,-122.316,6/5/15,Early,Brassicaceae,Brassica,oleracea,NA,NA,1,kale
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Rudbeckia,hirta,NA,NA,1,blackeyedsusan
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Nepeta,NA,NA,NA,1,catmint
site_3,47.57,-122.316,9/14/14,Late,Lamiaceae,Ocimum,basilicum,NA,NA,1,basil
site_3,47.57,-122.316,7/17/15,Mid,Amaryllidaceae,Allium,schoenoprasum,NA,NA,2,chives
site_3,47.57,-122.316,6/5/15,Early,Limnanthaceae,Limnanthes,douglasii,NA,NA,2,douglasmeadowfoam
site_3,47.57,-122.316,7/17/15,Mid,Lamiaceae,Lavandula,NA,NA,NA,8,lavender
site_3,47.57,-122.316,9/10/15,Late,Solanaceae,Solanum,lycopersicum,NA,NA,21,tomato
site_3,47.57,-122.316,7/16/14,Mid,Amaryllidaceae,Allium,schoenoprasum,NA,NA,5,chives
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Tagetes,NA,NA,NA,7,marigold
site_3,47.57,-122.316,7/16/14,Mid,Fabaceae,Lupinus,NA,NA,NA,6,lupine
site_3,47.57,-122.316,7/16/14,Mid,Papaveraceae,Eschscholzia,californica,NA,NA,5,Californiapoppy
site_3,47.57,-122.316,5/15/14,Early,Ericaceae,Rhododendron,NA,NA,NA,NA,rhododendron
site_3,47.57,-122.316,9/10/15,Late,Solanaceae,Capsicum,annuum,NA,NA,2,peppers
site_3,47.57,-122.316,6/5/15,Early,Asteraceae,Hypochaeris,radicata,NA,NA,1,flatweedcatsear
site_3,47.57,-122.316,6/5/15,Early,Fabaceae,Trifolium,pratense,NA,NA,1,redclover
site_3,47.57,-122.316,9/14/14,Late,Plantaginaceae,Plantago,lanceolata,NA,NA,1,narrowleafplantain
site_3,47.57,-122.316,9/10/15,Late,Fabaceae,Phaseolus,coccineus,NA,NA,3,scarletrunnerbean
site_3,47.57,-122.316,7/17/15,Mid,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,9,zucchini
site_3,47.57,-122.316,9/10/15,Late,Boraginaceae,Borago,NA,NA,NA,7,borage
site_3,47.57,-122.316,7/17/15,Mid,Brassicaceae,Lobularia,maritima,NA,NA,3,sweetalyssum
site_3,47.57,-122.316,7/31/16,Mid,Amaranthaceae,Amaranthus,palmeri,NA,NA,3,pigweed
site_3,47.57,-122.316,5/26/16,Early,Fabaceae,Trifolium,repens,NA,NA,2,whiteclover
site_3,47.57,-122.316,5/26/16,Early,Plantaginaceae,Plantago,lanceolata,NA,NA,2,narrowleafplantain
site_3,47.57,-122.316,7/17/15,Mid,Fabaceae,Phaseolus,coccineus,NA,NA,4,polebean
site_3,47.57,-122.316,7/17/15,Mid,Brassicaceae,Brassica,rapa,chinensis,NA,1,bokchoy
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Cosmos,NA,NA,NA,27,cosmos
site_3,47.57,-122.316,7/16/14,Mid,Liliaceae,Hemerocallis,NA,NA,NA,2,daylily
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Lavandula,NA,NA,NA,2,lavender
site_3,47.57,-122.316,7/17/15,Mid,Lamiaceae,Mentha,spicata,NA,NA,4,spearmint
site_3,47.57,-122.316,6/5/15,Early,Fabaceae,Trifolium,repens,NA,NA,36,whiteclover
site_3,47.57,-122.316,6/5/15,Early,Rosaceae,Fragaria,NA,NA,NA,3,woodlandstrawberry
site_3,47.57,-122.316,7/17/15,Mid,Asteraceae,Echinacea,NA,NA,NA,5,coneflower
site_3,47.57,-122.316,6/5/15,Early,Fabaceae,Pisum,sativum,NA,NA,12,pea
site_3,47.57,-122.316,6/5/15,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,3,chives
site_3,47.57,-122.316,7/17/15,Mid,Violaceae,Viola,tricolor,NA,hortensis,1,pansy
site_3,47.57,-122.316,9/10/15,Late,Cucurbitaceae,Cucurbita,pepo,NA,torticollia,1,crooknecksquash
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Solidago,NA,NA,NA,1,goldenrod
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Cichorium,intybus,NA,NA,1,chicory
site_3,47.57,-122.316,6/5/15,Early,Lamiaceae,Salvia,NA,NA,NA,2,culinarysage
site_3,47.57,-122.316,5/15/14,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,NA,chives
site_3,47.57,-122.316,9/14/14,Late,Brassicaceae,Brassica,oleracea,NA,NA,1,broccoli
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Hypochaeris,radicata,NA,NA,3,flatweedcatsear
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Aster,NA,NA,NA,3,Asterspp
site_3,47.57,-122.316,9/10/15,Late,Fabaceae,Trifolium,repens,NA,NA,6,whiteclover
site_3,47.57,-122.316,9/14/14,Late,Tropaeolaceae,Tropaeolum,NA,NA,NA,9,nasturtium
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Salvia,NA,NA,NA,3,purplesalvia
site_3,47.57,-122.316,9/10/15,Late,Polygonaceae,Polygonum,NA,NA,NA,2,smartweed
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Salvia,NA,NA,NA,4,culinarysage
site_3,47.57,-122.316,9/14/14,Late,Solanaceae,Capsicum,annuum,NA,NA,1,peppers
site_3,47.57,-122.316,5/26/16,Early,Brassicaceae,Brassica,oleracea,NA,NA,1,collardgreens
site_3,47.57,-122.316,5/26/16,Early,Rosaceae,Fragaria,NA,NA,NA,15,strawberry
site_3,47.57,-122.316,9/14/14,Late,Rosaceae,Rubus,NA,NA,NA,4,raspberry
site_3,47.57,-122.316,5/15/14,Early,Ranunculaceae,Aquilegia,NA,NA,NA,NA,columbine
site_3,47.57,-122.316,5/26/16,Early,Boraginaceae,Borago,NA,NA,NA,1,borage
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Aster,NA,NA,NA,8,purpleaster
site_3,47.57,-122.316,6/5/15,Early,Adoxaceae,Sambucus,NA,NA,NA,2,elderberry
site_3,47.57,-122.316,7/31/16,Mid,Asteraceae,Calendula,NA,NA,NA,4,calendula
site_3,47.57,-122.316,7/31/16,Mid,Asteraceae,Zinnia,NA,NA,NA,1,zinnia
site_3,47.57,-122.316,7/16/14,Mid,Cucurbitaceae,Cucumis,sativus,NA,NA,10,cucumber
site_3,47.57,-122.316,7/17/15,Mid,Solanaceae,Solanum,lycopersicum,NA,NA,3,tomato
site_3,47.57,-122.316,9/14/14,Late,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,9,zucchini
site_3,47.57,-122.316,6/5/15,Early,Lamiaceae,Salvia,NA,NA,NA,2,purplesalvia
site_3,47.57,-122.316,7/17/15,Mid,Boraginaceae,Borago,NA,NA,NA,2,borage
site_3,47.57,-122.316,9/10/15,Late,Asteraceae,Achillea,millefolium,NA,NA,3,yarrow
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Tagetes,NA,NA,NA,9,marigold
site_3,47.57,-122.316,5/26/16,Early,Rosaceae,Rubus,NA,NA,NA,3,raspberry
site_3,47.57,-122.316,9/14/14,Late,Boraginaceae,Borago,NA,NA,NA,8,borage
site_3,47.57,-122.316,5/26/16,Early,Asteraceae,Hypochaeris,radicata,NA,NA,1,flatweedcatsear
site_3,47.57,-122.316,5/15/14,Early,Rosaceae,Rubus,NA,NA,NA,NA,raspberry
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Coreopsis,tinctoria,NA,NA,7,tickseed
site_3,47.57,-122.316,9/14/14,Late,Lamiaceae,Nepeta,NA,NA,NA,2,catmint
site_3,47.57,-122.316,5/15/14,Early,Rosaceae,Rosa,NA,NA,NA,NA,rose
site_3,47.57,-122.316,9/14/14,Late,Amaryllidaceae,Allium,schoenoprasum,NA,NA,4,chives
site_3,47.57,-122.316,9/14/14,Late,Fabaceae,NA,NA,NA,NA,3,unknown
site_3,47.57,-122.316,5/26/16,Early,Brassicaceae,Eruca,sativa,NA,NA,1,arugula
site_3,47.57,-122.316,7/16/14,Mid,Asteraceae,Calendula,NA,NA,NA,2,calendula
site_3,47.57,-122.316,9/14/14,Late,Cucurbitaceae,Cucurbita,pepo,NA,torticollia,3,crooknecksquash
site_3,47.57,-122.316,5/15/14,Early,Asteraceae,Taraxacum,NA,NA,NA,NA,dandelion
site_3,47.57,-122.316,9/10/15,Late,Cucurbitaceae,Cucurbita,pepo,NA,NA,3,acornsquash
site_3,47.57,-122.316,8/31/16,Late,Plantaginaceae,Plantago,NA,NA,NA,3,plantain
site_3,47.57,-122.316,5/15/14,Early,Lamiaceae,Salvia,NA,NA,NA,NA,culinarysage
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Achillea,millefolium,NA,NA,19,yarrow
site_3,47.57,-122.316,9/10/15,Late,Lamiaceae,Lavandula,NA,NA,NA,1,lavender
site_3,47.57,-122.316,7/16/14,Mid,Plantaginaceae,Plantago,lanceolata,NA,NA,5,narrowleafplantain
site_3,47.57,-122.316,9/10/15,Late,Asteraceae,Calendula,NA,NA,NA,12,calendula
site_3,47.57,-122.316,5/26/16,Early,Solanaceae,Solanum,lycopersicum,NA,NA,2,tomato
site_3,47.57,-122.316,7/16/14,Mid,Lamiaceae,Monarda,NA,NA,NA,3,beebalm
site_3,47.57,-122.316,9/10/15,Late,Lamiaceae,Agastache,rupenstris,NA,NA,1,threadleafgianthyssop
site_3,47.57,-122.316,9/10/15,Late,Amaryllidaceae,Allium,tuberosum,NA,NA,1,garlicchives
site_3,47.57,-122.316,9/14/14,Late,Lamiaceae,Ocimum,basilicum,NA,NA,9,thaibasil
site_3,47.57,-122.316,9/14/14,Late,Fabaceae,Phaseolus,coccineus,NA,NA,2,polebean
site_3,47.57,-122.316,8/31/16,Late,Lamiaceae,Rosmarinus,officinalis,NA,NA,1,rosemary
site_3,47.57,-122.316,5/26/16,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,1,chives
site_3,47.57,-122.316,9/10/15,Late,Cucurbitaceae,Cucurbita,pepo,NA,clypeata,2,pattypan
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Helianthus,annuum,NA,NA,62,sunflower
site_3,47.57,-122.316,9/14/14,Late,Crassulaceae,Sedum,spectabile,NA,NA,2,autumnsedum
site_3,47.57,-122.316,9/10/15,Late,Brassicaceae,Eruca,sativa,NA,NA,1,arugula
site_3,47.57,-122.316,5/15/14,Early,Ericaceae,Cyanococcus,NA,NA,NA,NA,blueberry
site_3,47.57,-122.316,9/10/15,Late,Tropaeolaceae,Tropaeolum,NA,NA,NA,8,nasturtium
site_3,47.57,-122.316,9/10/15,Late,Asteraceae,Helianthus,annuum,NA,NA,3,sunflower
site_3,47.57,-122.316,5/15/14,Early,Asteraceae,Achillea,millefolium,NA,NA,NA,yarrow
site_3,47.57,-122.316,9/14/14,Late,Lamiaceae,Salvia,NA,NA,NA,4,purplesalvia
site_3,47.57,-122.316,9/14/14,Late,Apiaceae,Anethum,graveolens,NA,NA,1,dill
site_3,47.57,-122.316,9/14/14,Late,Brassicaceae,Raphanus,sativus,NA,NA,18,radish
site_3,47.57,-122.316,9/14/14,Late,Asteraceae,Centaurea,cyanus,NA,NA,1,bachelorsbutton
